datetime,open,high,low,close
2026-05-25 00:00:00,1.60649,1.60649,1.60495,1.60526
2026-05-25 00:15:00,1.60517,1.60656,1.60476,1.6063399999999999
2026-05-25 00:30:00,1.60636,1.60677,1.6056599999999999,1.60648
2026-05-25 00:45:00,1.60648,1.6068799999999999,1.60596,1.60642
2026-05-25 01:00:00,1.60636,1.607,1.6051,1.60637
2026-05-25 01:15:00,1.60639,1.60669,1.60608,1.6066099999999999
2026-05-25 01:30:00,1.6066099999999999,1.6068500000000001,1.6063800000000001,1.6067900000000002
2026-05-25 01:45:00,1.6068,1.60702,1.6066500000000001,1.6069
2026-05-25 02:00:00,1.60691,1.6070799999999998,1.60682,1.6068799999999999
2026-05-25 02:15:00,1.60687,1.60694,1.6067900000000002,1.60686
2026-05-25 02:30:00,1.60686,1.6072199999999999,1.6067900000000002,1.60714
2026-05-25 02:45:00,1.60713,1.6072199999999999,1.60677,1.6068
2026-05-25 03:00:00,1.6068,1.60693,1.6065399999999999,1.60671
2026-05-25 03:15:00,1.60669,1.6072600000000001,1.60667,1.6071900000000001
2026-05-25 03:30:00,1.60718,1.60732,1.6068799999999999,1.60697
2026-05-25 03:45:00,1.60697,1.60781,1.6061,1.60623
2026-05-25 04:00:00,1.60623,1.6066099999999999,1.6061100000000001,1.60649
2026-05-25 04:15:00,1.6065,1.60675,1.60633,1.60663
2026-05-25 04:30:00,1.6066099999999999,1.60664,1.60598,1.60599
2026-05-25 04:45:00,1.60601,1.60623,1.60592,1.60605
2026-05-25 05:00:00,1.60605,1.6061999999999999,1.6059700000000001,1.60602
2026-05-25 05:15:00,1.60602,1.60632,1.6059299999999999,1.6062699999999999
2026-05-25 05:30:00,1.60625,1.60629,1.60603,1.6061299999999998
2026-05-25 05:45:00,1.60614,1.60623,1.60592,1.6059700000000001
2026-05-25 06:00:00,1.60598,1.60619,1.60594,1.60612
2026-05-25 06:15:00,1.60612,1.60651,1.6060400000000001,1.60646
2026-05-25 06:30:00,1.60644,1.60691,1.60644,1.6068099999999998
2026-05-25 06:45:00,1.60678,1.60701,1.6067399999999998,1.60689
2026-05-25 07:00:00,1.6069,1.60696,1.6066799999999999,1.6069200000000001
2026-05-25 07:15:00,1.6069200000000001,1.607,1.60682,1.60693
2026-05-25 07:30:00,1.60694,1.60717,1.6068500000000001,1.60716
2026-05-25 07:45:00,1.60716,1.6074899999999999,1.60711,1.60723
2026-05-25 08:00:00,1.60725,1.60747,1.6070799999999998,1.6073300000000001
2026-05-25 08:15:00,1.60734,1.60752,1.6072199999999999,1.60752
2026-05-25 08:30:00,1.6074899999999999,1.60778,1.60724,1.60739
2026-05-25 08:45:00,1.6074000000000002,1.6076000000000001,1.60725,1.6072899999999999
2026-05-25 09:00:00,1.60728,1.6078000000000001,1.60718,1.60779
2026-05-25 09:15:00,1.60779,1.6078000000000001,1.6072899999999999,1.60739
2026-05-25 09:30:00,1.60741,1.60763,1.6072899999999999,1.6075300000000001
2026-05-25 09:45:00,1.60752,1.60791,1.60737,1.60754
2026-05-25 10:00:00,1.6075599999999999,1.60793,1.6073499999999998,1.6074000000000002
2026-05-25 10:15:00,1.60738,1.60759,1.607,1.60737
2026-05-25 10:30:00,1.60737,1.60782,1.60724,1.60764
2026-05-25 10:45:00,1.60762,1.6077599999999999,1.60736,1.6077
2026-05-25 11:00:00,1.6077,1.60822,1.6073300000000001,1.60799
2026-05-25 11:15:00,1.60797,1.6082,1.60782,1.60819
2026-05-25 11:30:00,1.6082,1.6085,1.60811,1.60838
2026-05-25 11:45:00,1.6083699999999999,1.60849,1.60811,1.60823
2026-05-25 12:00:00,1.60824,1.60842,1.60795,1.60813
2026-05-25 12:15:00,1.6081400000000001,1.6084800000000001,1.60798,1.60825
2026-05-25 12:30:00,1.60825,1.6083699999999999,1.60809,1.60822
2026-05-25 12:45:00,1.60823,1.60824,1.60792,1.60813
2026-05-25 13:00:00,1.60813,1.6084100000000001,1.6080100000000002,1.6082800000000002
